area_name,area_code,date,new_deaths,total_deaths
Newham,E09000025,2022-06-15,0,787
Redbridge,E09000026,2022-06-15,0,932
Richmond upon Thames,E09000027,2022-06-15,0,373
Southwark,E09000028,2022-06-15,0,484
Sutton,E09000029,2022-06-15,0,569
Tower Hamlets,E09000030,2022-06-15,0,489
Waltham Forest,E09000031,2022-06-15,0,631
Wandsworth,E09000032,2022-06-15,0,592
Westminster,E09000033,2022-06-15,0,404
Barking and Dagenham,E09000002,2022-06-16,1,591
Barnet,E09000003,2022-06-16,0,952
Bexley,E09000004,2022-06-16,0,730
Brent,E09000005,2022-06-16,1,897
Bromley,E09000006,2022-06-16,0,772
Camden,E09000007,2022-06-16,1,358
Croydon,E09000008,2022-06-16,0,1041
Ealing,E09000009,2022-06-16,0,842
Enfield,E09000010,2022-06-16,0,753
Greenwich,E09000011,2022-06-16,0,578
Hackney and City of London,E09000012,2022-06-16,0,565
Hammersmith and Fulham,E09000013,2022-06-16,0,325
Haringey,E09000014,2022-06-16,0,506
Harrow,E09000015,2022-06-16,0,647
Havering,E09000016,2022-06-16,0,1044
Hillingdon,E09000017,2022-06-16,0,774
Hounslow,E09000018,2022-06-16,0,709
Islington,E09000019,2022-06-16,1,376
Kensington and Chelsea,E09000020,2022-06-16,0,305
Kingston upon Thames,E09000021,2022-06-16,0,397
Lambeth,E09000022,2022-06-16,1,640
Lewisham,E09000023,2022-06-16,0,685
Merton,E09000024,2022-06-16,0,505
Newham,E09000025,2022-06-16,0,787
Redbridge,E09000026,2022-06-16,0,932
Richmond upon Thames,E09000027,2022-06-16,0,373
Southwark,E09000028,2022-06-16,0,484
Sutton,E09000029,2022-06-16,0,569
Tower Hamlets,E09000030,2022-06-16,0,489
Waltham Forest,E09000031,2022-06-16,1,632
Wandsworth,E09000032,2022-06-16,0,592
Westminster,E09000033,2022-06-16,1,405
Barking and Dagenham,E09000002,2022-06-17,1,592
Barnet,E09000003,2022-06-17,0,952
Bexley,E09000004,2022-06-17,0,730
Brent,E09000005,2022-06-17,0,897
Bromley,E09000006,2022-06-17,1,773
Camden,E09000007,2022-06-17,0,358
Croydon,E09000008,2022-06-17,0,1041
Ealing,E09000009,2022-06-17,0,842
Enfield,E09000010,2022-06-17,0,753
Greenwich,E09000011,2022-06-17,0,578
Hackney and City of London,E09000012,2022-06-17,0,565
Hammersmith and Fulham,E09000013,2022-06-17,0,325
Haringey,E09000014,2022-06-17,0,506
Harrow,E09000015,2022-06-17,0,647
Havering,E09000016,2022-06-17,0,1044
Hillingdon,E09000017,2022-06-17,0,774
Hounslow,E09000018,2022-06-17,0,709
Islington,E09000019,2022-06-17,0,376
Kensington and Chelsea,E09000020,2022-06-17,0,305
Kingston upon Thames,E09000021,2022-06-17,0,397
Lambeth,E09000022,2022-06-17,1,641
Lewisham,E09000023,2022-06-17,1,686
Merton,E09000024,2022-06-17,0,505
Newham,E09000025,2022-06-17,0,787
Redbridge,E09000026,2022-06-17,0,932
Richmond upon Thames,E09000027,2022-06-17,0,373
Southwark,E09000028,2022-06-17,0,484
Sutton,E09000029,2022-06-17,0,569
Tower Hamlets,E09000030,2022-06-17,0,489
Waltham Forest,E09000031,2022-06-17,0,632
Wandsworth,E09000032,2022-06-17,0,592
Westminster,E09000033,2022-06-17,0,405
Barking and Dagenham,E09000002,2022-06-18,0,592
Barnet,E09000003,2022-06-18,0,952
Bexley,E09000004,2022-06-18,2,732
Brent,E09000005,2022-06-18,1,898
Bromley,E09000006,2022-06-18,1,774
Camden,E09000007,2022-06-18,0,358
Croydon,E09000008,2022-06-18,0,1041
Ealing,E09000009,2022-06-18,0,842
Enfield,E09000010,2022-06-18,1,754
Greenwich,E09000011,2022-06-18,0,578
Hackney and City of London,E09000012,2022-06-18,0,565
Hammersmith and Fulham,E09000013,2022-06-18,0,325
Haringey,E09000014,2022-06-18,0,506
Harrow,E09000015,2022-06-18,0,647
Havering,E09000016,2022-06-18,0,1044
Hillingdon,E09000017,2022-06-18,0,774
Hounslow,E09000018,2022-06-18,0,709
Islington,E09000019,2022-06-18,0,376
Kensington and Chelsea,E09000020,2022-06-18,0,305
Kingston upon Thames,E09000021,2022-06-18,0,397
Lambeth,E09000022,2022-06-18,0,641
Lewisham,E09000023,2022-06-18,0,686
Merton,E09000024,2022-06-18,0,505
Newham,E09000025,2022-06-18,0,787
Redbridge,E09000026,2022-06-18,0,932
Richmond upon Thames,E09000027,2022-06-18,0,373
Southwark,E09000028,2022-06-18,0,484
Sutton,E09000029,2022-06-18,0,569
Tower Hamlets,E09000030,2022-06-18,0,489
Waltham Forest,E09000031,2022-06-18,0,632
Wandsworth,E09000032,2022-06-18,0,592
Westminster,E09000033,2022-06-18,0,405
Barking and Dagenham,E09000002,2022-06-19,0,592
Barnet,E09000003,2022-06-19,0,952
Bexley,E09000004,2022-06-19,0,732
Brent,E09000005,2022-06-19,0,898
Bromley,E09000006,2022-06-19,2,776
Camden,E09000007,2022-06-19,1,359
Croydon,E09000008,2022-06-19,0,1041
Ealing,E09000009,2022-06-19,0,842
Enfield,E09000010,2022-06-19,0,754
Greenwich,E09000011,2022-06-19,0,578
Hackney and City of London,E09000012,2022-06-19,0,565
Hammersmith and Fulham,E09000013,2022-06-19,0,325
Haringey,E09000014,2022-06-19,0,506
Harrow,E09000015,2022-06-19,0,647
Havering,E09000016,2022-06-19,0,1044
Hillingdon,E09000017,2022-06-19,2,776
Hounslow,E09000018,2022-06-19,0,709
Islington,E09000019,2022-06-19,0,376
Kensington and Chelsea,E09000020,2022-06-19,0,305
Kingston upon Thames,E09000021,2022-06-19,0,397
Lambeth,E09000022,2022-06-19,0,641
Lewisham,E09000023,2022-06-19,0,686
Merton,E09000024,2022-06-19,0,505
Newham,E09000025,2022-06-19,0,787
Redbridge,E09000026,2022-06-19,0,932
Richmond upon Thames,E09000027,2022-06-19,0,373
Southwark,E09000028,2022-06-19,1,485
Sutton,E09000029,2022-06-19,0,569
Tower Hamlets,E09000030,2022-06-19,0,489
Waltham Forest,E09000031,2022-06-19,0,632
Wandsworth,E09000032,2022-06-19,0,592
Westminster,E09000033,2022-06-19,0,405
Barking and Dagenham,E09000002,2022-06-20,0,592
Barnet,E09000003,2022-06-20,0,952
Bexley,E09000004,2022-06-20,0,732
Brent,E09000005,2022-06-20,0,898
Bromley,E09000006,2022-06-20,0,776
Camden,E09000007,2022-06-20,1,360
Croydon,E09000008,2022-06-20,0,1041
Ealing,E09000009,2022-06-20,0,842
Enfield,E09000010,2022-06-20,1,755
Greenwich,E09000011,2022-06-20,0,578
Hackney and City of London,E09000012,2022-06-20,0,565
Hammersmith and Fulham,E09000013,2022-06-20,0,325
Haringey,E09000014,2022-06-20,0,506
Harrow,E09000015,2022-06-20,0,647
Havering,E09000016,2022-06-20,1,1045
Hillingdon,E09000017,2022-06-20,1,777
Hounslow,E09000018,2022-06-20,0,709
Islington,E09000019,2022-06-20,0,376
Kensington and Chelsea,E09000020,2022-06-20,0,305
Kingston upon Thames,E09000021,2022-06-20,1,398
Lambeth,E09000022,2022-06-20,0,641
Lewisham,E09000023,2022-06-20,0,686
Merton,E09000024,2022-06-20,0,505
Newham,E09000025,2022-06-20,0,787
Redbridge,E09000026,2022-06-20,0,932
Richmond upon Thames,E09000027,2022-06-20,0,373
Southwark,E09000028,2022-06-20,0,485
Sutton,E09000029,2022-06-20,0,569
Tower Hamlets,E09000030,2022-06-20,1,490
Waltham Forest,E09000031,2022-06-20,1,633
Wandsworth,E09000032,2022-06-20,0,592
Westminster,E09000033,2022-06-20,0,405
Barking and Dagenham,E09000002,2022-06-21,0,592
Barnet,E09000003,2022-06-21,0,952
Bexley,E09000004,2022-06-21,0,732
Brent,E09000005,2022-06-21,1,899
Bromley,E09000006,2022-06-21,0,776
Camden,E09000007,2022-06-21,0,360
Croydon,E09000008,2022-06-21,0,1041
Ealing,E09000009,2022-06-21,0,842
Enfield,E09000010,2022-06-21,0,755
Greenwich,E09000011,2022-06-21,1,579
Hackney and City of London,E09000012,2022-06-21,0,565
Hammersmith and Fulham,E09000013,2022-06-21,0,325
Haringey,E09000014,2022-06-21,0,506
Harrow,E09000015,2022-06-21,0,647
Havering,E09000016,2022-06-21,0,1045
Hillingdon,E09000017,2022-06-21,2,779
Hounslow,E09000018,2022-06-21,0,709
Islington,E09000019,2022-06-21,0,376
Kensington and Chelsea,E09000020,2022-06-21,1,306
Kingston upon Thames,E09000021,2022-06-21,0,398
Lambeth,E09000022,2022-06-21,1,642
Lewisham,E09000023,2022-06-21,1,687
Merton,E09000024,2022-06-21,0,505
Newham,E09000025,2022-06-21,0,787
Redbridge,E09000026,2022-06-21,0,932
Richmond upon Thames,E09000027,2022-06-21,0,373
Southwark,E09000028,2022-06-21,0,485
Sutton,E09000029,2022-06-21,0,569
Tower Hamlets,E09000030,2022-06-21,0,490
Waltham Forest,E09000031,2022-06-21,0,633
Wandsworth,E09000032,2022-06-21,0,592
Westminster,E09000033,2022-06-21,0,405
Barking and Dagenham,E09000002,2022-06-22,0,592
Barnet,E09000003,2022-06-22,0,952
Bexley,E09000004,2022-06-22,0,732
Brent,E09000005,2022-06-22,0,899
Bromley,E09000006,2022-06-22,0,776
Camden,E09000007,2022-06-22,1,361
Croydon,E09000008,2022-06-22,0,1041
Ealing,E09000009,2022-06-22,1,843
Enfield,E09000010,2022-06-22,1,756
Greenwich,E09000011,2022-06-22,0,579
Hackney and City of London,E09000012,2022-06-22,0,565
Hammersmith and Fulham,E09000013,2022-06-22,0,325
Haringey,E09000014,2022-06-22,1,507
Harrow,E09000015,2022-06-22,0,647
Havering,E09000016,2022-06-22,1,1046
Hillingdon,E09000017,2022-06-22,0,779
Hounslow,E09000018,2022-06-22,0,709
Islington,E09000019,2022-06-22,0,376
Kensington and Chelsea,E09000020,2022-06-22,0,306
Kingston upon Thames,E09000021,2022-06-22,0,398
Lambeth,E09000022,2022-06-22,0,642
Lewisham,E09000023,2022-06-22,0,687
Merton,E09000024,2022-06-22,0,505
Newham,E09000025,2022-06-22,0,787
Redbridge,E09000026,2022-06-22,0,932
Richmond upon Thames,E09000027,2022-06-22,1,374
Southwark,E09000028,2022-06-22,1,486
Sutton,E09000029,2022-06-22,0,569
Tower Hamlets,E09000030,2022-06-22,0,490
Waltham Forest,E09000031,2022-06-22,0,633
Wandsworth,E09000032,2022-06-22,0,592
Westminster,E09000033,2022-06-22,0,405
Barking and Dagenham,E09000002,2022-06-23,0,592
Barnet,E09000003,2022-06-23,0,952
Bexley,E09000004,2022-06-23,0,732
Brent,E09000005,2022-06-23,1,900
Bromley,E09000006,2022-06-23,3,779
Camden,E09000007,2022-06-23,0,361
Croydon,E09000008,2022-06-23,0,1041
Ealing,E09000009,2022-06-23,0,843
Enfield,E09000010,2022-06-23,1,757
Greenwich,E09000011,2022-06-23,1,580
Hackney and City of London,E09000012,2022-06-23,0,565
Hammersmith and Fulham,E09000013,2022-06-23,0,325
Haringey,E09000014,2022-06-23,0,507
Harrow,E09000015,2022-06-23,0,647
Havering,E09000016,2022-06-23,0,1046
Hillingdon,E09000017,2022-06-23,0,779
Hounslow,E09000018,2022-06-23,1,710
Islington,E09000019,2022-06-23,0,376
Kensington and Chelsea,E09000020,2022-06-23,0,306
Kingston upon Thames,E09000021,2022-06-23,0,398
Lambeth,E09000022,2022-06-23,2,644
Lewisham,E09000023,2022-06-23,0,687
Merton,E09000024,2022-06-23,0,505
Newham,E09000025,2022-06-23,0,787
Redbridge,E09000026,2022-06-23,0,932
Richmond upon Thames,E09000027,2022-06-23,0,374
Southwark,E09000028,2022-06-23,0,486
Sutton,E09000029,2022-06-23,0,569
Tower Hamlets,E09000030,2022-06-23,0,490
Waltham Forest,E09000031,2022-06-23,0,633
Wandsworth,E09000032,2022-06-23,0,592
Westminster,E09000033,2022-06-23,0,405
Barking and Dagenham,E09000002,2022-06-24,0,592
Barnet,E09000003,2022-06-24,0,952
Bexley,E09000004,2022-06-24,0,732
Brent,E09000005,2022-06-24,0,900
Bromley,E09000006,2022-06-24,2,781
Camden,E09000007,2022-06-24,0,361
Croydon,E09000008,2022-06-24,1,1042
Ealing,E09000009,2022-06-24,0,843
Enfield,E09000010,2022-06-24,0,757
Greenwich,E09000011,2022-06-24,0,580
Hackney and City of London,E09000012,2022-06-24,0,565
Hammersmith and Fulham,E09000013,2022-06-24,0,325
Haringey,E09000014,2022-06-24,0,507
Harrow,E09000015,2022-06-24,0,647
Havering,E09000016,2022-06-24,1,1047
Hillingdon,E09000017,2022-06-24,1,780
Hounslow,E09000018,2022-06-24,0,710
Islington,E09000019,2022-06-24,0,376
Kensington and Chelsea,E09000020,2022-06-24,0,306
Kingston upon Thames,E09000021,2022-06-24,0,398
Lambeth,E09000022,2022-06-24,0,644
Lewisham,E09000023,2022-06-24,0,687
Merton,E09000024,2022-06-24,0,505
Newham,E09000025,2022-06-24,0,787
Redbridge,E09000026,2022-06-24,0,932
Richmond upon Thames,E09000027,2022-06-24,0,374
Southwark,E09000028,2022-06-24,0,486
Sutton,E09000029,2022-06-24,0,569
Tower Hamlets,E09000030,2022-06-24,0,490
Waltham Forest,E09000031,2022-06-24,0,633
Wandsworth,E09000032,2022-06-24,0,592
Westminster,E09000033,2022-06-24,0,405
Barking and Dagenham,E09000002,2022-06-25,2,594
Barnet,E09000003,2022-06-25,2,954
Bexley,E09000004,2022-06-25,1,733
Brent,E09000005,2022-06-25,0,900
Bromley,E09000006,2022-06-25,1,782
Camden,E09000007,2022-06-25,0,361
Croydon,E09000008,2022-06-25,0,1042
Ealing,E09000009,2022-06-25,1,844
Enfield,E09000010,2022-06-25,0,757
Greenwich,E09000011,2022-06-25,1,581
Hackney and City of London,E09000012,2022-06-25,0,565
Hammersmith and Fulham,E09000013,2022-06-25,0,325
Haringey,E09000014,2022-06-25,0,507
Harrow,E09000015,2022-06-25,0,647
Havering,E09000016,2022-06-25,0,1047
Hillingdon,E09000017,2022-06-25,0,780
Hounslow,E09000018,2022-06-25,0,710
Islington,E09000019,2022-06-25,0,376
Kensington and Chelsea,E09000020,2022-06-25,0,306
Kingston upon Thames,E09000021,2022-06-25,1,399
Lambeth,E09000022,2022-06-25,0,644
Lewisham,E09000023,2022-06-25,0,687
Merton,E09000024,2022-06-25,0,505
Newham,E09000025,2022-06-25,0,787
Redbridge,E09000026,2022-06-25,0,932
Richmond upon Thames,E09000027,2022-06-25,0,374
Southwark,E09000028,2022-06-25,0,486
Sutton,E09000029,2022-06-25,0,569
Tower Hamlets,E09000030,2022-06-25,0,490
Waltham Forest,E09000031,2022-06-25,0,633
Wandsworth,E09000032,2022-06-25,0,592
Westminster,E09000033,2022-06-25,0,405
Barking and Dagenham,E09000002,2022-06-26,0,594
Barnet,E09000003,2022-06-26,1,955
Bexley,E09000004,2022-06-26,0,733
Brent,E09000005,2022-06-26,0,900
Bromley,E09000006,2022-06-26,1,783
Camden,E09000007,2022-06-26,1,362
Croydon,E09000008,2022-06-26,0,1042
Ealing,E09000009,2022-06-26,0,844
Enfield,E09000010,2022-06-26,0,757
Greenwich,E09000011,2022-06-26,0,581
Hackney and City of London,E09000012,2022-06-26,0,565
Hammersmith and Fulham,E09000013,2022-06-26,0,325
Haringey,E09000014,2022-06-26,0,507
Harrow,E09000015,2022-06-26,0,647
Havering,E09000016,2022-06-26,1,1048
Hillingdon,E09000017,2022-06-26,0,780
Hounslow,E09000018,2022-06-26,0,710
Islington,E09000019,2022-06-26,0,376
Kensington and Chelsea,E09000020,2022-06-26,0,306
Kingston upon Thames,E09000021,2022-06-26,0,399
Lambeth,E09000022,2022-06-26,0,644
Lewisham,E09000023,2022-06-26,1,688
Merton,E09000024,2022-06-26,0,505
Newham,E09000025,2022-06-26,0,787
Redbridge,E09000026,2022-06-26,1,933
Richmond upon Thames,E09000027,2022-06-26,0,374
Southwark,E09000028,2022-06-26,0,486
Sutton,E09000029,2022-06-26,0,569
Tower Hamlets,E09000030,2022-06-26,0,490
Waltham Forest,E09000031,2022-06-26,0,633
Wandsworth,E09000032,2022-06-26,0,592
Westminster,E09000033,2022-06-26,0,405
Barking and Dagenham,E09000002,2022-06-27,0,594
Barnet,E09000003,2022-06-27,0,955
Bexley,E09000004,2022-06-27,0,733
Brent,E09000005,2022-06-27,0,900
Bromley,E09000006,2022-06-27,2,785
Camden,E09000007,2022-06-27,0,362
Croydon,E09000008,2022-06-27,0,1042
Ealing,E09000009,2022-06-27,0,844
Enfield,E09000010,2022-06-27,0,757
Greenwich,E09000011,2022-06-27,0,581
Hackney and City of London,E09000012,2022-06-27,0,565
Hammersmith and Fulham,E09000013,2022-06-27,0,325
Haringey,E09000014,2022-06-27,0,507
Harrow,E09000015,2022-06-27,1,648
Havering,E09000016,2022-06-27,1,1049
Hillingdon,E09000017,2022-06-27,0,780
Hounslow,E09000018,2022-06-27,0,710
Islington,E09000019,2022-06-27,0,376
Kensington and Chelsea,E09000020,2022-06-27,0,306
Kingston upon Thames,E09000021,2022-06-27,0,399
Lambeth,E09000022,2022-06-27,0,644
Lewisham,E09000023,2022-06-27,1,689
Merton,E09000024,2022-06-27,0,505
Newham,E09000025,2022-06-27,0,787
Redbridge,E09000026,2022-06-27,0,933
Richmond upon Thames,E09000027,2022-06-27,0,374
Southwark,E09000028,2022-06-27,0,486
Sutton,E09000029,2022-06-27,0,569
Tower Hamlets,E09000030,2022-06-27,1,491
Waltham Forest,E09000031,2022-06-27,0,633
Wandsworth,E09000032,2022-06-27,1,593
Westminster,E09000033,2022-06-27,0,405
Barking and Dagenham,E09000002,2022-06-28,0,594
Barnet,E09000003,2022-06-28,0,955
Bexley,E09000004,2022-06-28,0,733
Brent,E09000005,2022-06-28,0,900
Bromley,E09000006,2022-06-28,0,785
Camden,E09000007,2022-06-28,0,362
Croydon,E09000008,2022-06-28,2,1044
Ealing,E09000009,2022-06-28,0,844
Enfield,E09000010,2022-06-28,1,758
Greenwich,E09000011,2022-06-28,0,581
Hackney and City of London,E09000012,2022-06-28,0,565
Hammersmith and Fulham,E09000013,2022-06-28,0,325
Haringey,E09000014,2022-06-28,1,508
Harrow,E09000015,2022-06-28,0,648
Havering,E09000016,2022-06-28,0,1049
Hillingdon,E09000017,2022-06-28,0,780
Hounslow,E09000018,2022-06-28,0,710
Islington,E09000019,2022-06-28,0,376
Kensington and Chelsea,E09000020,2022-06-28,0,306
Kingston upon Thames,E09000021,2022-06-28,0,399
Lambeth,E09000022,2022-06-28,0,644
Lewisham,E09000023,2022-06-28,0,689
Merton,E09000024,2022-06-28,0,505
Newham,E09000025,2022-06-28,0,787
Redbridge,E09000026,2022-06-28,0,933
Richmond upon Thames,E09000027,2022-06-28,0,374
Southwark,E09000028,2022-06-28,0,486
Sutton,E09000029,2022-06-28,0,569
Tower Hamlets,E09000030,2022-06-28,0,491
Waltham Forest,E09000031,2022-06-28,0,633
Wandsworth,E09000032,2022-06-28,0,593
Westminster,E09000033,2022-06-28,0,405
Barking and Dagenham,E09000002,2022-06-29,0,594
Barnet,E09000003,2022-06-29,1,956
Bexley,E09000004,2022-06-29,1,734
Brent,E09000005,2022-06-29,1,901
Bromley,E09000006,2022-06-29,0,785
Camden,E09000007,2022-06-29,0,362
Croydon,E09000008,2022-06-29,0,1044
Ealing,E09000009,2022-06-29,0,844
Enfield,E09000010,2022-06-29,0,758
Greenwich,E09000011,2022-06-29,1,582
Hackney and City of London,E09000012,2022-06-29,0,565
Hammersmith and Fulham,E09000013,2022-06-29,2,327
Haringey,E09000014,2022-06-29,0,508
Harrow,E09000015,2022-06-29,0,648
Havering,E09000016,2022-06-29,1,1050
Hillingdon,E09000017,2022-06-29,1,781
Hounslow,E09000018,2022-06-29,0,710
Islington,E09000019,2022-06-29,1,377
Kensington and Chelsea,E09000020,2022-06-29,0,306
Kingston upon Thames,E09000021,2022-06-29,1,400
Lambeth,E09000022,2022-06-29,0,644
Lewisham,E09000023,2022-06-29,0,689
Merton,E09000024,2022-06-29,0,505
Newham,E09000025,2022-06-29,1,788
Redbridge,E09000026,2022-06-29,0,933
Richmond upon Thames,E09000027,2022-06-29,0,374
Southwark,E09000028,2022-06-29,0,486
Sutton,E09000029,2022-06-29,0,569
Tower Hamlets,E09000030,2022-06-29,0,491
Waltham Forest,E09000031,2022-06-29,1,634
Wandsworth,E09000032,2022-06-29,0,593
Westminster,E09000033,2022-06-29,0,405
Barking and Dagenham,E09000002,2022-06-30,1,595
Barnet,E09000003,2022-06-30,0,956
Bexley,E09000004,2022-06-30,0,734
Brent,E09000005,2022-06-30,0,901
Bromley,E09000006,2022-06-30,1,786
Camden,E09000007,2022-06-30,0,362
Croydon,E09000008,2022-06-30,0,1044
Ealing,E09000009,2022-06-30,0,844
Enfield,E09000010,2022-06-30,0,758
Greenwich,E09000011,2022-06-30,0,582
Hackney and City of London,E09000012,2022-06-30,0,565
Hammersmith and Fulham,E09000013,2022-06-30,0,327
Haringey,E09000014,2022-06-30,1,509
Harrow,E09000015,2022-06-30,0,648
Havering,E09000016,2022-06-30,0,1050
Hillingdon,E09000017,2022-06-30,0,781
Hounslow,E09000018,2022-06-30,1,711
Islington,E09000019,2022-06-30,0,377
Kensington and Chelsea,E09000020,2022-06-30,1,307
Kingston upon Thames,E09000021,2022-06-30,0,400
Lambeth,E09000022,2022-06-30,0,644
Lewisham,E09000023,2022-06-30,0,689
Merton,E09000024,2022-06-30,0,505
Newham,E09000025,2022-06-30,0,788
Redbridge,E09000026,2022-06-30,0,933
Richmond upon Thames,E09000027,2022-06-30,0,374
Southwark,E09000028,2022-06-30,1,487
Sutton,E09000029,2022-06-30,0,569
Tower Hamlets,E09000030,2022-06-30,0,491
Waltham Forest,E09000031,2022-06-30,0,634
Wandsworth,E09000032,2022-06-30,0,593
Westminster,E09000033,2022-06-30,1,406
Barking and Dagenham,E09000002,2022-07-01,0,595
Barnet,E09000003,2022-07-01,1,957
Bexley,E09000004,2022-07-01,0,734
Brent,E09000005,2022-07-01,1,902
Bromley,E09000006,2022-07-01,0,786
Camden,E09000007,2022-07-01,0,362
Croydon,E09000008,2022-07-01,0,1044
Ealing,E09000009,2022-07-01,0,844
Enfield,E09000010,2022-07-01,1,759
Greenwich,E09000011,2022-07-01,0,582
Hackney and City of London,E09000012,2022-07-01,0,565
Hammersmith and Fulham,E09000013,2022-07-01,0,327
Haringey,E09000014,2022-07-01,0,509
Harrow,E09000015,2022-07-01,0,648
Havering,E09000016,2022-07-01,0,1050
Hillingdon,E09000017,2022-07-01,1,782
Hounslow,E09000018,2022-07-01,0,711
Islington,E09000019,2022-07-01,0,377
Kensington and Chelsea,E09000020,2022-07-01,0,307
Kingston upon Thames,E09000021,2022-07-01,0,400
Lambeth,E09000022,2022-07-01,0,644
Lewisham,E09000023,2022-07-01,0,689
Merton,E09000024,2022-07-01,0,505
Newham,E09000025,2022-07-01,0,788
Redbridge,E09000026,2022-07-01,0,933
Richmond upon Thames,E09000027,2022-07-01,0,374
Southwark,E09000028,2022-07-01,0,487
Sutton,E09000029,2022-07-01,0,569
Tower Hamlets,E09000030,2022-07-01,0,491
Waltham Forest,E09000031,2022-07-01,0,634
Wandsworth,E09000032,2022-07-01,1,594
Westminster,E09000033,2022-07-01,0,406
Barking and Dagenham,E09000002,2022-07-02,0,595
Barnet,E09000003,2022-07-02,0,957
Bexley,E09000004,2022-07-02,1,735
Brent,E09000005,2022-07-02,0,902
Bromley,E09000006,2022-07-02,0,786
Camden,E09000007,2022-07-02,0,362
Croydon,E09000008,2022-07-02,1,1045
Ealing,E09000009,2022-07-02,0,844
Enfield,E09000010,2022-07-02,0,759
Greenwich,E09000011,2022-07-02,1,583
Hackney and City of London,E09000012,2022-07-02,1,566
Hammersmith and Fulham,E09000013,2022-07-02,0,327
Haringey,E09000014,2022-07-02,1,510
Harrow,E09000015,2022-07-02,1,649
Havering,E09000016,2022-07-02,0,1050
Hillingdon,E09000017,2022-07-02,2,784
Hounslow,E09000018,2022-07-02,0,711
Islington,E09000019,2022-07-02,1,378
Kensington and Chelsea,E09000020,2022-07-02,1,308
Kingston upon Thames,E09000021,2022-07-02,0,400
Lambeth,E09000022,2022-07-02,0,644
Lewisham,E09000023,2022-07-02,1,690
Merton,E09000024,2022-07-02,1,506
Newham,E09000025,2022-07-02,0,788
Redbridge,E09000026,2022-07-02,0,933
Richmond upon Thames,E09000027,2022-07-02,0,374
Southwark,E09000028,2022-07-02,2,489
Sutton,E09000029,2022-07-02,1,570
Tower Hamlets,E09000030,2022-07-02,0,491
Waltham Forest,E09000031,2022-07-02,0,634
Wandsworth,E09000032,2022-07-02,0,594
Westminster,E09000033,2022-07-02,0,406
Barking and Dagenham,E09000002,2022-07-03,0,595
Barnet,E09000003,2022-07-03,0,957
Bexley,E09000004,2022-07-03,0,735
Brent,E09000005,2022-07-03,0,902
Bromley,E09000006,2022-07-03,0,786
Camden,E09000007,2022-07-03,0,362
Croydon,E09000008,2022-07-03,0,1045
Ealing,E09000009,2022-07-03,1,845
Enfield,E09000010,2022-07-03,1,760
Greenwich,E09000011,2022-07-03,3,586
Hackney and City of London,E09000012,2022-07-03,0,566
Hammersmith and Fulham,E09000013,2022-07-03,0,327
Haringey,E09000014,2022-07-03,1,511
Harrow,E09000015,2022-07-03,0,649
Havering,E09000016,2022-07-03,0,1050
Hillingdon,E09000017,2022-07-03,1,785
Hounslow,E09000018,2022-07-03,0,711
Islington,E09000019,2022-07-03,1,379
Kensington and Chelsea,E09000020,2022-07-03,0,308
Kingston upon Thames,E09000021,2022-07-03,0,400
Lambeth,E09000022,2022-07-03,0,644
Lewisham,E09000023,2022-07-03,0,690
Merton,E09000024,2022-07-03,1,507
Newham,E09000025,2022-07-03,1,789
Redbridge,E09000026,2022-07-03,0,933
Richmond upon Thames,E09000027,2022-07-03,0,374
Southwark,E09000028,2022-07-03,0,489
Sutton,E09000029,2022-07-03,0,570
Tower Hamlets,E09000030,2022-07-03,0,491
Waltham Forest,E09000031,2022-07-03,1,635
Wandsworth,E09000032,2022-07-03,0,594
Westminster,E09000033,2022-07-03,0,406
Barking and Dagenham,E09000002,2022-07-04,0,595
Barnet,E09000003,2022-07-04,0,957
Bexley,E09000004,2022-07-04,1,736
Brent,E09000005,2022-07-04,1,903
Bromley,E09000006,2022-07-04,0,786
Camden,E09000007,2022-07-04,0,362
Croydon,E09000008,2022-07-04,0,1045
Ealing,E09000009,2022-07-04,1,846
Enfield,E09000010,2022-07-04,0,760
Greenwich,E09000011,2022-07-04,0,586
Hackney and City of London,E09000012,2022-07-04,1,567
Hammersmith and Fulham,E09000013,2022-07-04,0,327
Haringey,E09000014,2022-07-04,0,511
Harrow,E09000015,2022-07-04,0,649
Havering,E09000016,2022-07-04,2,1052
Hillingdon,E09000017,2022-07-04,0,785
Hounslow,E09000018,2022-07-04,0,711
Islington,E09000019,2022-07-04,1,380
Kensington and Chelsea,E09000020,2022-07-04,1,309
Kingston upon Thames,E09000021,2022-07-04,1,401
Lambeth,E09000022,2022-07-04,1,645
Lewisham,E09000023,2022-07-04,2,692
Merton,E09000024,2022-07-04,0,507
Newham,E09000025,2022-07-04,0,789
Redbridge,E09000026,2022-07-04,0,933
Richmond upon Thames,E09000027,2022-07-04,0,374
Southwark,E09000028,2022-07-04,0,489
Sutton,E09000029,2022-07-04,0,570
Tower Hamlets,E09000030,2022-07-04,0,491
Waltham Forest,E09000031,2022-07-04,1,636
Wandsworth,E09000032,2022-07-04,0,594
Westminster,E09000033,2022-07-04,0,406
Barking and Dagenham,E09000002,2022-07-05,0,595
Barnet,E09000003,2022-07-05,0,957
Bexley,E09000004,2022-07-05,0,736
Brent,E09000005,2022-07-05,1,904
Bromley,E09000006,2022-07-05,1,787
Camden,E09000007,2022-07-05,0,362
Croydon,E09000008,2022-07-05,1,1046
